individual,mode,choice,ttme,invc,invt,gc,hinc,psize,mode_name,total_time,cost_per_income,party_adjusted_cost,gc_rel_min,time_rel_min,is_lowest_gc,is_fastest,gc_vs_mean,time_vs_mean
176,3,1,30.0,35.0,860.0,128.0,32.0,1.0,bus,890.0,3.9999998750000043,128.0,0.0,545.0,1,0,0.8165869166405938,1.0709987953417583
176,4,0,0.0,42.0,1008.0,151.0,32.0,1.0,car,1008.0,4.718749852539068,151.0,23.0,663.0,0,0,0.9633173782244505,1.212996388432014
177,1,0,69.0,59.0,88.0,68.0,26.0,1.0,air,157.0,2.615384514792903,68.0,23.0,0.0,0,1,1.1525423533467398,0.5409130041656744
177,2,0,34.0,30.0,361.0,70.0,26.0,1.0,train,395.0,2.6923075887574,70.0,25.0,238.0,0,0,1.186440657856938,1.3608957748117285
177,3,1,15.0,21.0,295.0,53.0,26.0,1.0,bus,310.0,2.0384614600591746,53.0,8.0,153.0,0,0,0.8983050695202531,1.0680447852952806
177,4,0,0.0,13.0,299.0,45.0,26.0,1.0,car,299.0,1.730769164201186,45.0,0.0,142.0,1,0,0.7627118514794602,1.0301464219460934
178,1,0,69.0,59.0,114.0,71.0,42.0,1.0,air,183.0,1.6904761502267585,71.0,24.0,0.0,0,1,1.1833333136111115,0.6110183618997718
178,2,0,34.0,31.0,389.0,73.0,42.0,1.0,train,423.0,1.7380951967120193,73.0,26.0,240.0,0,0,1.2166666463888893,1.4123539184896363
178,3,1,15.0,21.0,243.0,47.0,42.0,1.0,bus,258.0,1.1190475924036287,47.0,0.0,75.0,1,0,0.783333320277778,0.8614357233341045
178,4,0,0.0,13.0,334.0,49.0,42.0,1.0,car,334.0,1.1666666388888896,49.0,2.0,151.0,0,0,0.8166666530555559,1.115191982920895
179,1,1,90.0,55.0,115.0,72.0,50.0,1.0,air,205.0,1.4399999712000007,72.0,0.0,0.0,1,1,0.6114649629599579,0.3925323113594403
179,2,0,44.0,72.0,602.0,163.0,50.0,1.0,train,646.0,3.2599999348000015,163.0,91.0,441.0,0,0,1.3842887355899045,1.236955478722919
179,3,0,53.0,33.0,596.0,123.0,50.0,1.0,bus,649.0,2.4599999508000012,123.0,51.0,444.0,0,0,1.044585978389928,1.242699854011106
179,4,0,0.0,24.0,589.0,113.0,50.0,1.0,car,589.0,2.259999954800001,113.0,41.0,384.0,0,0,0.9596602890899338,1.1278123482473674
180,1,1,15.0,87.0,110.0,104.0,70.0,2.0,air,125.0,1.4857142644897963,52.0,48.0,0.0,0,1,1.2644376745965025,0.38971161219107836
180,2,0,44.0,31.0,348.0,84.0,70.0,2.0,train,392.0,1.199999982857143,42.0,28.0,267.0,0,0,1.0212765833279442,1.2221356158312218
180,3,0,53.0,25.0,393.0,85.0,70.0,2.0,bus,446.0,1.2142856969387759,42.5,29.0,321.0,0,0,1.0334346378913721,1.3904910322977677
180,4,0,0.0,7.0,320.0,56.0,70.0,2.0,car,320.0,0.7999999885714287,28.0,0.0,195.0,1,0,0.6808510555519629,0.9976617272091607
181,1,0,69.0,62.0,76.0,71.0,30.0,1.0,air,145.0,2.36666658777778,71.0,26.0,0.0,0,1,1.0327272577057853,0.4417364799947099
181,2,0,34.0,39.0,377.0,80.0,30.0,1.0,train,411.0,2.6666665777777805,80.0,35.0,266.0,0,0,1.163636346710744,1.2520944363987985
181,3,0,35.0,33.0,422.0,79.0,30.0,1.0,bus,457.0,2.6333332455555585,79.0,34.0,312.0,0,0,1.1490908923768597,1.3922315266040166
181,4,1,0.0,12.0,300.0,45.0,30.0,1.0,car,300.0,1.4999999500000016,45.0,0.0,155.0,1,0,0.6545454450247935,0.9139375448166411
182,1,0,69.0,59.0,121.0,72.0,26.0,1.0,air,190.0,2.7692306627218977,72.0,29.0,0.0,0,1,1.107692290650888,0.564635956717278
182,2,0,34.0,31.0,386.0,73.0,26.0,1.0,train,420.0,2.807692199704146,73.0,30.0,230.0,0,0,1.1230769057988168,1.2481426411645093
182,3,0,35.0,25.0,431.0,72.0,26.0,1.0,bus,466.0,2.7692306627218977,72.0,29.0,276.0,0,0,1.107692290650888,1.3848439780539554
182,4,1,0.0,14.0,270.0,43.0,26.0,1.0,car,270.0,1.6538460902366887,43.0,0.0,80.0,1,0,0.6615384513609469,0.8023774121771845
183,1,0,64.0,51.0,90.0,64.0,26.0,3.0,air,154.0,2.461538366863909,21.333333333333332,8.0,0.0,0,1,0.8075709677278111,0.4705882338561093
183,2,1,20.0,61.0,350.0,114.0,26.0,3.0,train,370.0,4.384615215976337,38.0,58.0,216.0,0,0,1.4384857862651637,1.1306340683555873
183,3,0,53.0,22.0,405.0,83.0,26.0,3.0,bus,458.0,3.1923075695266316,27.666666666666668,27.0,304.0,0,0,1.047318598772005,1.3995416305590782
183,4,0,0.0,6.0,327.0,56.0,26.0,3.0,car,327.0,2.1538460710059204,18.666666666666668,0.0,173.0,1,0,0.7066245967618348,0.9992360550061542
184,1,0,64.0,64.0,215.0,97.0,18.0,2.0,air,279.0,5.388888589506189,48.5,39.0,0.0,0,1,1.1686746847147629,0.7400530484348725
184,2,1,50.0,41.0,420.0,104.0,18.0,2.0,train,470.0,5.777777456790141,52.0,46.0,191.0,0,0,1.2530120330962407,1.246684346825771
184,3,0,53.0,15.0,385.0,73.0,18.0,2.0,bus,438.0,4.055555330246926,36.5,15.0,159.0,0,0,0.8795180616925535,1.161803710446144
184,4,0,0.0,9.0,321.0,58.0,18.0,2.0,car,321.0,3.2222220432098863,29.0,0.0,42.0,1,0,0.6987951723036726,0.8514588836831329
185,1,0,64.0,58.0,74.0,69.0,35.0,2.0,air,138.0,1.9714285151020425,34.5,14.0,0.0,0,1,1.0109889961759855,0.4524590149099704
185,2,1,30.0,21.0,295.0,66.0,35.0,2.0,train,325.0,1.8857142318367364,33.0,11.0,187.0,0,0,0.967032952863986,1.065573766998119
185,3,0,53.0,24.0,389.0,83.0,35.0,2.0,bus,442.0,2.3714285036734717,41.5,28.0,304.0,0,0,1.2161171982986492,1.4491803231174416
185,4,0,0.0,7.0,315.0,55.0,35.0,2.0,car,315.0,1.5714285265306136,27.5,0.0,177.0,1,0,0.8058607940533218,1.0327868818597152
186,1,0,64.0,71.0,119.0,89.0,50.0,3.0,air,183.0,1.7799999644000009,29.666666666666668,0.0,0.0,1,1,0.7590618272148245,0.35533980513526253
186,2,0,44.0,58.0,617.0,152.0,50.0,3.0,train,661.0,3.0399999392000012,50.666666666666664,63.0,478.0,0,0,1.2963752554680148,1.2834951431388444
186,3,1,15.0,35.0,615.0,128.0,50.0,3.0,bus,630.0,2.559999948800001,42.666666666666664,39.0,447.0,0,0,1.0916844256572757,1.2233009684984448
186,4,0,0.0,11.0,586.0,100.0,50.0,3.0,car,586.0,1.999999960000001,33.333333333333336,11.0,403.0,0,0,0.8528784575447467,1.137864075460458
187,1,1,15.0,50.0,75.0,58.0,4.0,1.0,air,90.0,14.499996375000906,58.0,11.0,0.0,0,1,1.0740740541838139,0.2900886372599883
187,2,0,34.0,15.0,361.0,55.0,4.0,1.0,train,395.0,13.74999656250086,55.0,8.0,305.0,0,0,1.0185184996570649,1.2731667968632818
187,3,0,35.0,12.0,406.0,56.0,4.0,1.0,bus,441.0,13.999996500000874,56.0,9.0,351.0,0,0,1.0370370178326478,1.4214343225739425
187,4,0,0.0,13.0,315.0,47.0,4.0,1.0,car,315.0,11.749997062500734,47.0,0.0,225.0,1,0,0.8703703542524008,1.015310230409959
188,1,1,10.0,61.0,80.0,73.0,30.0,4.0,air,90.0,2.4333332522222246,18.25,21.0,0.0,0,1,1.0391458926811974,0.2889245576599533
188,2,0,44.0,24.0,350.0,77.0,30.0,4.0,train,394.0,2.566666581111114,19.25,25.0,304.0,0,0,1.09608539365003,1.2648475079780177
188,3,0,53.0,19.0,395.0,79.0,30.0,4.0,bus,448.0,2.6333332455555585,19.75,27.0,358.0,0,0,1.1245551441344463,1.4382022425739895
188,4,0,0.0,4.0,314.0,52.0,30.0,4.0,car,314.0,1.7333332755555575,13.0,0.0,224.0,1,0,0.7402135125948255,1.0080256789469482
189,1,0,69.0,59.0,100.0,70.0,45.0,1.0,air,169.0,1.5555555209876553,70.0,34.0,0.0,0,1,1.1336032205084499,0.5464834258804093
189,2,0,34.0,31.0,372.0,71.0,45.0,1.0,train,406.0,1.5777777427160502,71.0,35.0,237.0,0,0,1.1497975522299992,1.3128536740085572
189,3,0,35.0,25.0,417.0,70.0,45.0,1.0,bus,452.0,1.5555555209876553,70.0,34.0,283.0,0,0,1.1336032205084499,1.4616006419996745
189,4,1,0.0,13.0,210.0,36.0,45.0,1.0,car,210.0,0.7999999822222227,36.0,0.0,41.0,1,0,0.5829959419757742,0.67906224517684
190,1,0,69.0,58.0,73.0,66.0,60.0,1.0,air,142.0,1.099999981666667,66.0,22.0,0.0,0,1,1.1139240318325059,0.5121731270976623
190,2,0,34.0,31.0,324.0,66.0,60.0,1.0,train,358.0,1.099999981666667,66.0,22.0,216.0,0,0,1.1139240318325059,1.2912533767673458
190,3,0,35.0,25.0,334.0,61.0,60.0,1.0,bus,369.0,1.0166666497222225,61.0,17.0,227.0,0,0,1.0295358476027705,1.330928759852376
190,4,1,0.0,18.0,240.0,44.0,60.0,1.0,car,240.0,0.7333333211111114,44.0,0.0,98.0,1,0,0.7426160212216706,0.8656447218552039
191,1,0,69.0,62.0,184.0,82.0,4.0,1.0,air,253.0,20.49999487500128,82.0,40.0,28.0,0,0,1.2713178097470108,0.6907849810490513
191,2,0,34.0,19.0,454.0,68.0,4.0,1.0,train,488.0,16.999995750001062,68.0,26.0,263.0,0,0,1.0542635495463015,1.3324232045531108
191,3,0,35.0,16.0,464.0,66.0,4.0,1.0,bus,499.0,16.49999587500103,66.0,24.0,274.0,0,0,1.0232557980890575,1.362457334163939
191,4,1,0.0,18.0,225.0,42.0,4.0,1.0,car,225.0,10.499997375000655,42.0,0.0,0.0,1,1,0.6511627806021275,0.6143344693123973
192,1,1,30.0,93.0,85.0,102.0,30.0,1.0,air,115.0,3.3999998866666705,102.0,56.0,0.0,0,1,1.4020618363977755,0.3630623508664172
192,2,0,34.0,33.0,365.0,72.0,30.0,1.0,train,399.0,2.3999999200000026,72.0,26.0,284.0,0,0,0.9896907080454885,1.2596685043104388
192,3,0,35.0,27.0,410.0,71.0,30.0,1.0,bus,445.0,2.36666658777778,71.0,25.0,330.0,0,0,0.975945003767079,1.4048934446570056
192,4,0,0.0,13.0,308.0,46.0,30.0,1.0,car,308.0,1.5333332822222239,46.0,0.0,193.0,1,0,0.63230239680684,0.9723756875378826
193,1,1,20.0,76.0,95.0,86.0,60.0,1.0,air,115.0,1.433333309444445,86.0,39.0,0.0,0,1,1.2647058637543256,0.3733766221643616
193,2,0,34.0,33.0,344.0,70.0,60.0,1.0,train,378.0,1.1666666472222227,70.0,23.0,263.0,0,0,1.0294117495674744,1.2272727232880756
193,3,0,35.0,27.0,389.0,69.0,60.0,1.0,bus,424.0,1.1499999808333337,69.0,22.0,309.0,0,0,1.014705867430796,1.3766233721538201
193,4,0,0.0,13.0,315.0,47.0,60.0,1.0,car,315.0,0.783333320277778,47.0,0.0,200.0,1,0,0.6911764604238756,1.0227272694067298
194,1,0,64.0,100.0,190.0,129.0,4.0,2.0,air,254.0,32.24999193750202,64.5,20.0,0.0,0,1,1.0258449222596826,0.49200968427697883
194,2,0,44.0,49.0,678.0,152.0,4.0,2.0,train,722.0,37.999990500002376,76.0,43.0,468.0,0,0,1.2087475052982306,1.3985472127873178
194,3,1,30.0,48.0,430.0,113.0,4.0,2.0,bus,460.0,28.249992937501766,56.5,4.0,206.0,0,0,0.8986083427546057,0.8910411605016152
194,4,0,0.0,14.0,629.0,109.0,4.0,2.0,car,629.0,27.2499931875017,54.5,0.0,375.0,1,0,0.8667991978783364,1.2184019346859043
195,1,0,64.0,48.0,63.0,58.0,18.0,3.0,air,127.0,3.2222220432098863,19.333333333333332,5.0,0.0,0,1,0.9508196565439401,0.4356775285225471
195,2,1,10.0,21.0,255.0,60.0,18.0,3.0,train,265.0,3.3333331481481583,20.0,7.0,138.0,0,0,0.9836065412523518,0.9090909059722438
195,3,0,53.0,13.0,397.0,73.0,18.0,3.0,bus,450.0,4.055555330246926,24.333333333333332,20.0,323.0,0,0,1.196721291857028,1.5437392742924896
195,4,0,0.0,4.0,324.0,53.0,18.0,3.0,car,324.0,2.9444442808642064,17.666666666666668,0.0,197.0,1,0,0.8688524447729108,1.1114922774905927
196,1,0,64.0,58.0,93.0,72.0,15.0,2.0,air,157.0,4.799999680000021,36.0,18.0,0.0,0,1,1.0706319543400453,0.5246449439443778
196,2,1,10.0,30.0,315.0,78.0,15.0,2.0,train,325.0,5.199999653333356,39.0,24.0,168.0,0,0,1.1598512838683825,1.0860484508402726
196,3,0,53.0,13.0,346.0,65.0,15.0,2.0,bus,399.0,4.333333044444464,32.5,11.0,242.0,0,0,0.9665427365569854,1.33333332887775
196,4,0,0.0,6.0,316.0,54.0,15.0,2.0,car,316.0,3.599999760000016,27.0,0.0,159.0,1,0,0.802973965755034,1.0559732629708496
197,1,0,69.0,59.0,94.0,69.0,26.0,1.0,air,163.0,2.653846051775152,69.0,30.0,0.0,0,1,1.1219512012690862,0.513790384511299
197,2,0,34.0,30.0,361.0,70.0,26.0,1.0,train,395.0,2.6923075887574,70.0,31.0,232.0,0,0,1.1382113636063194,1.245074858171553
197,3,0,35.0,24.0,406.0,68.0,26.0,1.0,bus,441.0,2.615384514792903,68.0,29.0,278.0,0,0,1.105691038931853,1.3900709176041894
197,4,1,0.0,10.0,270.0,39.0,26.0,1.0,car,270.0,1.4999999423076944,39.0,0.0,107.0,1,0,0.6341463311520922,0.8510638271046057
198,1,1,30.0,111.0,105.0,122.0,40.0,1.0,air,135.0,3.049999923750002,122.0,32.0,0.0,0,1,1.0990990891973056,0.27452974016364057
198,2,0,34.0,71.0,596.0,136.0,40.0,1.0,train,630.0,3.399999915000002,136.0,46.0,495.0,0,0,1.2252252141871602,1.2811387874303228
198,3,0,35.0,32.0,590.0,96.0,40.0,1.0,bus,625.0,2.3999999400000016,96.0,6.0,490.0,0,0,0.8648648570732896,1.270971019276114
198,4,0,0.0,27.0,577.0,90.0,40.0,1.0,car,577.0,2.2499999437500016,90.0,0.0,442.0,1,0,0.810810803506209,1.1733604449957082
199,1,1,5.0,64.0,80.0,76.0,70.0,2.0,air,85.0,1.0857142702040818,38.0,25.0,0.0,0,1,1.0340135913739648,0.28006589693553247
199,2,0,44.0,30.0,348.0,83.0,70.0,2.0,train,392.0,1.1857142687755104,41.5,32.0,307.0,0,0,1.1292516853163037,1.2915980188085732
199,3,0,53.0,24.0,393.0,84.0,70.0,2.0,bus,446.0,1.199999982857143,42.0,33.0,361.0,0,0,1.1428571273080663,1.4695222356852644
199,4,0,0.0,7.0,291.0,51.0,70.0,2.0,car,291.0,0.7285714181632654,25.5,0.0,206.0,1,0,0.6938775415798974,0.9588138353910582
200,1,1,5.0,60.0,85.0,73.0,45.0,4.0,air,90.0,1.6222221861728403,18.25,19.0,0.0,0,1,1.0034364123238981,0.27128862013176
200,2,0,44.0,24.0,379.0,81.0,45.0,4.0,train,423.0,1.799999960000001,20.25,27.0,333.0,0,0,1.1134020465511747,1.275056514619272
200,3,0,53.0,19.0,424.0,83.0,45.0,4.0,bus,477.0,1.844444403456791,20.75,29.0,387.0,0,0,1.140893455107994,1.437829686698328
200,4,0,0.0,3.0,337.0,54.0,45.0,4.0,car,337.0,1.199999973333334,13.5,0.0,247.0,1,0,0.7422680310341164,1.015825166493368
201,1,0,64.0,97.0,188.0,125.0,26.0,3.0,air,252.0,4.807692122781072,41.666666666666664,0.0,0.0,1,1,0.8012820461456279,0.36654545401229754
201,2,0,44.0,76.0,825.0,201.0,26.0,3.0,train,869.0,7.730768933431964,67.0,76.0,617.0,0,0,1.2884615302021698,1.2639999981614545
201,3,1,16.0,38.0,810.0,161.0,26.0,3.0,bus,826.0,6.19230745414202,53.666666666666664,36.0,574.0,0,0,1.0320512754355688,1.2014545437069752
201,4,0,0.0,15.0,803.0,137.0,26.0,3.0,car,803.0,5.269230566568055,45.666666666666664,12.0,551.0,0,0,0.8782051225756082,1.167999998301091
202,1,0,69.0,91.0,117.0,104.0,35.0,1.0,air,186.0,2.971428486530615,104.0,16.0,0.0,0,1,0.9390519102568676,0.3631039524390357
202,2,0,34.0,77.0,630.0,145.0,35.0,1.0,train,664.0,4.1428570244898,145.0,57.0,478.0,0,0,1.3092550671850558,1.2962420667716115
202,3,0,35.0,38.0,624.0,106.0,35.0,1.0,bus,659.0,3.028571342040819,106.0,18.0,473.0,0,0,0.9571106008387305,1.2864812078350782
202,4,1,0.0,29.0,540.0,88.0,35.0,1.0,car,540.0,2.5142856424489817,88.0,0.0,354.0,1,0,0.7945823856019649,1.0541727651455877
203,1,0,69.0,59.0,114.0,72.0,4.0,1.0,air,183.0,17.999995500001123,72.0,19.0,0.0,0,1,1.2203389623671363,0.5609195385105915
203,2,0,34.0,16.0,378.0,57.0,4.0,1.0,train,412.0,14.24999643750089,57.0,4.0,229.0,0,0,0.9661016785406495,1.2628352451713862
203,3,1,5.0,14.0,370.0,54.0,4.0,1.0,bus,375.0,13.499996625000843,54.0,1.0,192.0,0,0,0.9152542217753522,1.1494252838331793
203,4,0,0.0,17.0,335.0,53.0,4.0,1.0,car,335.0,13.249996687500827,53.0,0.0,152.0,1,0,0.8983050695202531,1.0268199202243067
204,1,0,69.0,60.0,66.0,67.0,20.0,1.0,air,135.0,3.349999832500008,67.0,21.0,0.0,0,1,1.0763052035934908,0.49632352758704584
204,2,0,34.0,34.0,352.0,72.0,20.0,1.0,train,386.0,3.5999998200000087,72.0,26.0,251.0,0,0,1.1566264874437513,1.4191176418414793
204,3,1,10.0,37.0,250.0,64.0,20.0,1.0,bus,260.0,3.199999840000008,64.0,18.0,125.0,0,0,1.0281124332833345,0.9558823494269031
204,4,0,0.0,13.0,307.0,46.0,20.0,1.0,car,307.0,2.299999885000006,46.0,0.0,172.0,1,0,0.7389558114223966,1.1286764664386895
205,1,0,69.0,107.0,144.0,123.0,45.0,1.0,air,213.0,2.7333332725925943,123.0,4.0,0.0,0,1,0.8833034047877673,0.3043944261459172
205,2,0,34.0,89.0,879.0,184.0,45.0,1.0,train,913.0,4.088888798024693,184.0,65.0,700.0,0,0,1.3213644429345461,1.3047516951700584
205,3,1,30.0,35.0,775.0,119.0,45.0,1.0,bus,805.0,2.6444443856790136,119.0,0.0,592.0,1,0,0.8545780908109294,1.1504108593777622
205,4,0,0.0,37.0,868.0,131.0,45.0,1.0,car,868.0,2.9111110464197547,131.0,12.0,655.0,0,0,0.9407540327414432,1.240443013589935
206,1,0,69.0,81.0,124.0,94.0,40.0,1.0,air,193.0,2.3499999412500014,94.0,0.0,0.0,1,1,0.8703703623113855,0.35315644949102204
206,2,0,34.0,69.0,605.0,135.0,40.0,1.0,train,639.0,3.3749999156250023,135.0,41.0,446.0,0,0,1.249999988425926,1.1692589182630213
206,3,0,35.0,30.0,599.0,95.0,40.0,1.0,bus,634.0,2.3749999406250017,95.0,1.0,441.0,0,0,0.879629621484911,1.1601097874471915
206,4,1,0.0,30.0,720.0,108.0,40.0,1.0,car,720.0,2.6999999325000017,108.0,14.0,527.0,0,0,0.9999999907407409,1.3174748374794605
207,1,1,45.0,126.0,135.0,141.0,40.0,1.0,air,180.0,3.5249999118750024,141.0,46.0,0.0,0,1,1.2103004187957045,0.3578528819923402
207,2,0,34.0,70.0,596.0,135.0,40.0,1.0,train,630.0,3.3749999156250023,135.0,40.0,450.0,0,0,1.1587982733150364,1.2524850869731907
207,3,0,35.0,31.0,590.0,95.0,40.0,1.0,bus,625.0,2.3749999406250017,95.0,0.0,445.0,1,0,0.8154506367772477,1.2425447291400702
207,4,0,0.0,32.0,577.0,95.0,40.0,1.0,car,577.0,2.3749999406250017,95.0,0.0,397.0,1,0,0.8154506367772477,1.1471172939421128
208,1,0,69.0,59.0,86.0,68.0,2.0,1.0,air,155.0,33.9999830000085,68.0,22.0,0.0,0,1,1.2088888673975313,0.5326460462795669
208,2,0,34.0,15.0,360.0,54.0,2.0,1.0,train,394.0,26.99998650000675,54.0,8.0,239.0,0,0,0.9599999829333337,1.3539518853816086
208,3,1,50.0,29.0,265.0,57.0,2.0,1.0,bus,315.0,28.499985750007124,57.0,11.0,160.0,0,0,1.013333315318519,1.082474223084281
208,4,0,0.0,13.0,300.0,46.0,2.0,1.0,car,300.0,22.99998850000575,46.0,0.0,145.0,1,0,0.8177777632395065,1.030927831508839
209,1,0,69.0,81.0,124.0,94.0,20.0,1.0,air,193.0,4.699999765000012,94.0,12.0,0.0,0,1,1.0107526773037347,0.39068825831844484
209,2,0,34.0,35.0,605.0,100.0,20.0,1.0,train,639.0,4.999999750000012,100.0,18.0,446.0,0,0,1.075268805642271,1.2935222645880116
209,3,0,35.0,31.0,599.0,96.0,20.0,1.0,bus,634.0,4.799999760000012,96.0,14.0,441.0,0,0,1.0322580534165802,1.2834008071186218
209,4,1,0.0,27.0,510.0,82.0,20.0,1.0,car,510.0,4.09999979500001,82.0,0.0,317.0,1,0,0.8817204206266621,1.0323886618777558
210,1,0,64.0,66.0,140.0,87.0,70.0,4.0,air,204.0,1.242857125102041,21.75,0.0,0.0,1,1,0.7388534969099491,0.3751724131031312
210,2,0,44.0,54.0,670.0,156.0,70.0,4.0,train,714.0,2.2285713967346945,39.0,69.0,510.0,0,0,1.3248407530799087,1.3131034458609592
210,3,0,53.0,33.0,664.0,134.0,70.0,4.0,bus,717.0,1.9142856869387759,33.5,47.0,513.0,0,0,1.1380042366199217,1.318620687230123
210,4,1,0.0,12.0,540.0,94.0,70.0,4.0,car,540.0,1.3428571236734697,23.5,7.0,336.0,0,0,0.798301479419945,0.9931034464494649
